NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
165,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,전세,49.71,202605,16,29400,0,5,2002,덕영대로1555번길 20,202607~202807,신규,-,,,아파트
166,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,월세,59.99,202605,15,4000,78,6,1997,영통로290번길 26,202605~202805,신규,-,,,아파트
167,경기도 수원시 영통구 망포동,766,766,0,영통아이파크캐슬1단지,전세,59.98,202605,15,47000,0,24,2019,덕영대로 1410,202606~202806,갱신,-,45000,0,아파트
168,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,36.87,202605,15,3272,20,16,2011,광교중앙로 247,202606~202805,갱신,-,3135,19,아파트
169,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,월세,55.16,202605,15,2000,95,14,1988,인계로 219,202607~202807,갱신,사용,2000,90,아파트
170,경기도 수원시 영통구 매탄동,810,810,0,삼성2,월세,54.66,202605,15,2000,85,6,1989,매영로 10,202606~202806,신규,-,,,아파트
171,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),월세,59.99,202605,15,3000,140,12,1997,청명북로 81,202607~202807,신규,-,,,아파트
172,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,전세,49.59,202605,15,27000,0,13,1997,영통로290번길 25,202607~202807,신규,-,,,아파트
173,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,월세,59.39,202605,15,3000,116,11,1999,봉영로1517번길 27,202607~202807,갱신,사용,3000,110,아파트
174,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),전세,59.79,202605,15,28800,0,6,1998,봉영로1744번길 16,202608~202808,갱신,사용,27500,0,아파트
175,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,전세,59.99,202605,15,34000,0,14,1997,영통로290번길 25,202607~202807,신규,-,,,아파트
176,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.99,202605,15,34000,0,2,1997,영통로 498,202608~202808,신규,-,,,아파트
177,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,전세,59.96,202605,15,29000,0,5,1997,영통로290번길 25,202607~202807,신규,-,,,아파트
178,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),전세,59.99,202605,15,29400,0,2,1997,청명북로 81,202605~202805,갱신,사용,28000,0,아파트
179,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,전세,59.96,202605,15,31000,0,19,2002,덕영대로1555번길 20,202606~202806,갱신,-,31000,0,아파트
180,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,전세,59.39,202605,15,30000,0,1,1999,봉영로1517번길 27,202607~202807,갱신,사용,30000,0,아파트
181,경기도 수원시 영통구 영통동,963-2,963,2,신나무실쌍용,월세,59.965,202605,15,3000,120,9,1997,매영로310번길 12,202606~202806,신규,-,,,아파트
182,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.8,202605,15,28500,0,6,1999,중부대로448번길 28,202606~202806,갱신,사용,28500,0,아파트
183,경기도 수원시 영통구 원천동,333-3,333,3,삼성1,전세,49.14,202605,15,18500,0,15,1992,삼성로268번길 8,-,-,-,,,아파트
184,경기도 수원시 영통구 망포동,766,766,0,영통아이파크캐슬1단지,전세,59.98,202605,14,55000,0,14,2019,덕영대로 1410,202607~202807,신규,-,,,아파트
185,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,14,6800,11,3,2020,광교중앙로49번길 40,202609~202809,갱신,-,5000,11,아파트
186,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,59.99,202605,14,25620,0,2,1997,영통로290번길 26,202606~202806,갱신,사용,24400,0,아파트
187,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),월세,59.79,202605,14,20000,50,13,1998,봉영로1744번길 16,202607~202807,신규,-,,,아파트
188,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,51.94,202605,14,9391,24,25,2011,광교중앙로 247,202607~202806,갱신,-,5991,38,아파트
189,경기도 수원시 영통구 하동,992,992,0,호수마을광교상록아파트,월세,59.934,202605,14,20348,12,16,2012,법조로150번길 19,202606~202707,갱신,-,19379,11,아파트
190,경기도 수원시 영통구 원천동,35,35,0,주공,월세,32.39,202605,14,15000,5,12,1987,중부대로271번길 27-9,202606~202806,갱신,사용,15000,0,아파트
191,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,전세,49.94,202605,14,21000,0,9,1992,동탄원천로1109번길 42,202606~202806,신규,-,,,아파트
192,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,전세,55.16,202605,14,24000,0,14,1988,인계로 219,202607~202807,신규,-,,,아파트
193,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,전세,59.92,202605,14,36000,0,7,2002,동탄원천로881번길 35,202607~202807,신규,-,,,아파트
194,경기도 수원시 영통구 매탄동,176,176,0,현대힐스테이트,전세,59.648,202605,14,31500,0,6,2006,권광로260번길 36,202605~202805,갱신,사용,30000,0,아파트
195,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,전세,59.96,202605,14,36000,0,7,2002,덕영대로1555번길 20,202606~202806,신규,-,,,아파트
196,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,14,6800,11,4,2020,광교중앙로49번길 40,202610~202809,갱신,-,5000,11,아파트
197,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.5,202605,14,6800,11,4,2020,광교중앙로49번길 40,202610~202809,갱신,-,5000,11,아파트
198,경기도 수원시 영통구 매탄동,1209,1209,0,e-편한세상,전세,59.9677,202605,13,45000,0,13,2010,매봉로 20,202607~202807,신규,-,,,아파트
199,경기도 수원시 영통구 망포동,700,700,0,망포쌍용에듀파크,전세,59.9067,202605,13,32000,0,13,2004,태장로7번길 38,202609~202809,신규,-,,,아파트
200,경기도 수원시 영통구 원천동,30-5,30,5,수양,전세,55.53,202605,13,15500,0,3,1990,월드컵로179번길 14-7,202606~202806,갱신,-,14500,0,아파트
201,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202605,13,54000,0,1,2014,광교호수공원로 45,202607~202807,신규,-,,,아파트
202,경기도 수원시 영통구 원천동,333-3,333,3,삼성1,월세,49.14,202605,13,3000,70,7,1992,삼성로268번길 8,202607~202807,신규,-,,,아파트
203,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,49.76,202605,13,19500,0,17,1997,영통로 498,202606~202806,신규,-,,,아파트
204,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,49.76,202605,13,29000,0,13,1997,영통로 498,202605~202805,갱신,-,27000,0,아파트
205,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,전세,59.965,202605,13,26000,0,19,1997,매영로310번길 12,202608~202808,신규,-,,,아파트
206,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,전세,59.99,202605,13,33000,0,17,1997,영통로290번길 25,202608~202808,신규,-,,,아파트
207,경기도 수원시 영통구 영통동,973-3,973,3,벽적골두산,월세,59.84,202605,13,2000,100,10,1997,영통로 232,202606~202610,신규,-,,,아파트
208,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,월세,49.44,202605,13,2000,120,6,1997,영통로 498,202607~202807,신규,-,,,아파트
209,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신안,전세,59.965,202605,13,22600,0,1,1997,매영로310번길 12,202606~202806,갱신,-,21600,0,아파트
210,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.99,202605,13,35000,0,20,1997,영통로 498,202606~202806,신규,-,,,아파트
211,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신성,전세,59.965,202605,13,26400,0,4,1997,매영로310번길 12,202606~202806,갱신,-,25200,0,아파트
212,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,59.99,202605,13,24360,0,8,1997,영통로290번길 26,202606~202806,갱신,사용,23200,0,아파트
213,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,26.95,202605,13,3401,14,13,2011,광교중앙로 247,202606~202805,갱신,-,3301,14,아파트
214,경기도 수원시 영통구 매탄동,1217-7,1217,7,삼성3,전세,59.76,202605,12,25000,0,2,1993,동탄원천로 1035,202607~202807,신규,-,,,아파트
215,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.5,202605,12,4560,19,3,2020,광교중앙로49번길 40,202606~202805,갱신,-,5624,0,아파트
216,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,전세,45.88,202605,12,26250,0,10,2002,동탄원천로881번길 35,202606~202806,갱신,사용,25000,0,아파트
217,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),월세,59.99,202605,12,4000,135,5,1997,청명북로 81,202607~202807,신규,-,,,아파트
218,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),월세,59.99,202605,12,3000,140,4,1997,청명북로 81,202607~202807,갱신,-,3000,100,아파트
219,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,전세,49.94,202605,12,21500,0,5,1992,동탄원천로1109번길 42,202606~202806,신규,-,,,아파트
220,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),월세,59.99,202605,12,5000,120,2,1997,청명북로 81,202607~202807,갱신,-,5000,100,아파트
221,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202605,12,3537,45,11,2018,창룡대로 250,202607~202806,갱신,-,6937,45,아파트
222,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,월세,49.8,202605,11,2000,120,13,2002,동탄원천로881번길 35,202606~202806,신규,-,,,아파트
223,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202605,11,20000,0,12,1989,동수원로 432,202607~202807,신규,-,,,아파트
224,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,월세,59.84,202605,11,1000,100,8,1997,영통로 232,202605~202610,신규,-,,,아파트
225,경기도 수원시 영통구 망포동,298-2,298,2,세흥,전세,55.35,202605,11,15000,0,5,1991,영통로 163-16,202606~202806,신규,-,,,아파트
226,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202605,11,20000,0,12,1989,동수원로 432,-,-,-,,,아파트
227,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,51.94,202605,11,10551,40,1,2011,광교중앙로 247,202606~202805,갱신,-,6980,44,아파트
228,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,46.75,202605,11,4717,32,10,2011,광교중앙로 247,202606~202805,갱신,-,4493,31,아파트
229,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,46.75,202605,11,9161,21,19,2011,광교중앙로 247,202606~202805,갱신,-,4942,34,아파트
230,경기도 수원시 영통구 망포동,291,291,0,청와,전세,48.06,202605,11,18000,0,1,1988,영통로173번길 23-26,202606~202806,신규,-,,,아파트
231,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,36.87,202605,11,5058,10,6,2011,광교중앙로 247,202606~202805,갱신,-,2817,19,아파트
232,경기도 수원시 영통구 원천동,Jan-96,96,1,삼부리치안,월세,22.7225,202605,11,12075,3,10,2019,중부대로 335,202605~202803,갱신,사용,12075,0,아파트
233,경기도 수원시 영통구 망포동,702,702,0,쌍용스윗닷홈2차,전세,59.7494,202605,11,25500,0,3,2004,태장로54번길 122,202605~202805,갱신,-,25000,0,아파트
234,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,월세,49.71,202605,11,15000,50,1,2002,덕영대로1555번길 20,202606~202706,신규,-,,,아파트
235,경기도 수원시 영통구 원천동,333-3,333,3,삼성1,전세,49.14,202605,11,18500,0,3,1992,삼성로268번길 8,-,-,-,,,아파트
236,경기도 수원시 영통구 매탄동,810-4,810,4,성일,전세,49.68,202605,10,14200,0,4,1989,인계로 239,202606~202806,갱신,사용,14200,0,아파트
237,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신성,전세,59.965,202605,10,30000,0,3,1997,매영로310번길 12,202607~202807,신규,-,,,아파트
238,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,49.76,202605,10,24150,0,5,1997,영통로 498,202605~202805,갱신,사용,23000,0,아파트
239,경기도 수원시 영통구 하동,1032,1032,0,광교모아엘가레이크파크,전세,59.73,202605,9,46000,0,15,2014,광교호수로152번길 80,202608~202808,신규,-,,,아파트
240,경기도 수원시 영통구 이의동,1252,1252,0,광교역참누리포레스트,전세,59.5653,202605,9,38000,0,4,2015,대학3로 55,202607~202807,신규,-,,,아파트
241,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,전세,59.99,202605,9,26250,0,18,1997,영통로290번길 25,202607~202807,갱신,사용,25000,0,아파트
242,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,59.99,202605,9,33000,0,11,1997,영통로290번길 26,202607~202807,신규,-,,,아파트
243,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,전세,59.34,202605,9,33600,0,13,1999,봉영로1517번길 27,202606~202806,갱신,사용,32000,0,아파트
244,경기도 수원시 영통구 원천동,Jan-96,96,1,삼부리치안,월세,22.7225,202605,9,11000,15,13,2019,중부대로 335,202606~202806,신규,-,,,아파트
245,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202605,9,50000,0,12,2014,광교호수공원로 45,202606~202806,신규,-,,,아파트
246,경기도 수원시 영통구 원천동,35,35,0,주공,월세,41.3,202605,9,1000,80,13,1987,중부대로271번길 27-9,-,-,-,,,아파트
247,경기도 수원시 영통구 원천동,35,35,0,주공,월세,49.94,202605,9,1000,83,9,1987,중부대로271번길 27-9,202606~202806,갱신,-,1000,73,아파트
248,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,월세,59.99,202605,9,3000,130,6,1999,중부대로448번길 28,202605~202805,신규,-,,,아파트
249,경기도 수원시 영통구 원천동,333-3,333,3,삼성1,월세,49.14,202605,9,1500,80,7,1992,삼성로268번길 8,202606~202806,신규,-,,,아파트
250,경기도 수원시 영통구 매탄동,810-4,810,4,성일,월세,49.68,202605,9,2000,75,4,1988,인계로 239,202605~202805,신규,-,,,아파트
251,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,월세,49.8,202605,9,2000,120,13,2002,동탄원천로881번길 35,202606~202806,신규,-,,,아파트
252,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을신명,월세,59.95,202605,8,3000,120,9,1997,봉영로1770번길 21,202607~202807,갱신,-,2000,100,아파트
253,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,전세,59.39,202605,8,38000,0,12,1999,봉영로1517번길 27,202605~202805,갱신,-,27783,0,아파트
254,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,전세,59.965,202605,8,27700,0,6,1997,매영로310번길 12,202607~202807,갱신,사용,26500,0,아파트
255,경기도 수원시 영통구 하동,992,992,0,호수마을광교상록아파트,전세,59.934,202605,8,29936,0,18,2012,법조로150번길 19,202609~202809,갱신,-,28511,0,아파트
256,경기도 수원시 영통구 매탄동,810-4,810,4,성일,전세,49.68,202605,8,19000,0,10,1989,인계로 239,202607~202807,갱신,-,18000,0,아파트
